"","skill_group_category","skill_group_name","section_name","industry_name","penetration_rate_2015","penetration_rate_2016","penetration_rate_2017","penetration_rate_2018","penetration_rate_2019"
"3148","Specialized Industry Skills","Research","Professional scientific and technical activities","Management Consulting",0.00497,0.00529,0.00495,0.00501,0.00255
"3149","Specialized Industry Skills","Research","Manufacturing","Food Production",0.00474,0.00588,0.00561,0.00556,0.0047
"3150","Specialized Industry Skills","Research","Professional scientific and technical activities","Accounting",0.00455,0.0057,0.00561,0.00498,0.00155
"3151","Specialized Industry Skills","Research","Information and communication","Newspapers",0.00423,0.0072,0.00821,0.01109,0.00673
"3152","Specialized Industry Skills","Research","Professional scientific and technical activities","Architecture & Planning",0.00419,0.00513,0.00481,0.00349,0.00171
"3153","Specialized Industry Skills","Research","Information and communication","Online Media",0.00412,0.00627,0.00863,0.00742,0.00353
"3154","Specialized Industry Skills","Research","Professional scientific and technical activities","Events Services",0.00403,0.00452,0.00491,0.0053,0.00315
"3155","Specialized Industry Skills","Research","Information and communication","Semiconductors",0.00349,0.00512,0.00197,0.00308,0.00141
"3156","Specialized Industry Skills","Research","Arts, entertainment and recreation","Music",0.0031,0.00445,0.00425,0.00499,0.00173
"3157","Specialized Industry Skills","Research","Arts, entertainment and recreation","Animation",0.00308,0.00266,0.00183,0.00365,0.00112
"3158","Specialized Industry Skills","Research","Information and communication","Internet",0.00299,0.00418,0.00446,0.00486,0.00245
"3159","Specialized Industry Skills","Research","Financial and insurance activities","Investment Management",0.00297,0.0042,0.0049,0.00633,0.00338
"3160","Specialized Industry Skills","Research","Professional scientific and technical activities","Marketing & Advertising",0.00289,0.004,0.00339,0.00355,0.00164
"3161","Specialized Industry Skills","Research","Financial and insurance activities","Investment Banking",0.00276,0.00523,0.00666,0.00737,0.00788
"3162","Specialized Industry Skills","Research","Arts, entertainment and recreation","Entertainment",0.00271,0.00414,0.00508,0.0046,0.00255
"3163","Specialized Industry Skills","Research","Financial and insurance activities","Financial Services",0.00263,0.00339,0.00403,0.00381,0.00201
"3164","Specialized Industry Skills","Research","Professional scientific and technical activities","Outsourcing/Offshoring",0.00254,0.00318,0.00341,0.00419,0.00193
"3165","Specialized Industry Skills","Research","Professional scientific and technical activities","Design",0.00249,0.00279,0.00251,0.00333,0.00188
"3166","Specialized Industry Skills","Research","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00242,0.00332,0.00266,0.00319,0.00134
"3167","Specialized Industry Skills","Research","Manufacturing","Plastics",0.00225,0.00287,0.00174,0.00225,0.00155
"3168","Specialized Industry Skills","Research","Information and communication","Information Technology & Services",0.00223,0.00264,0.0023,0.00267,0.00147
"3169","Specialized Industry Skills","Research","Manufacturing","Electrical & Electronic Manufacturing",0.00222,0.00287,0.00259,0.00263,0.00144
"3170","Specialized Industry Skills","Research","Information and communication","Computer Networking",0.00219,0.00245,0.00168,0.00252,0.00121
"3171","Specialized Industry Skills","Research","Information and communication","Computer & Network Security",0.00217,0.00322,0.00239,0.00234,0.00146
"3172","Specialized Industry Skills","Research","Information and communication","Computer Software",0.00212,0.0026,0.00234,0.0023,9e-04
"3173","Specialized Industry Skills","Research","Information and communication","Broadcast Media",0.00199,0.00287,0.00453,0.00409,0.00195
"3174","Specialized Industry Skills","Research","Information and communication","Media Production",0.00192,0.00373,0.0057,0.00694,0.00407
"3175","Specialized Industry Skills","Research","Mining and quarrying","Mining & Metals",0.00183,0.00267,0.00155,0.00294,0.00153
"3176","Specialized Industry Skills","Research","Mining and quarrying","Oil & Energy",0.00176,0.00228,0.00239,0.00271,0.00165
"3177","Specialized Industry Skills","Research","Manufacturing","Textiles",0.00166,0.00206,0.00109,0.00163,0.00113
"3178","Specialized Industry Skills","Research","Financial and insurance activities","Insurance",0.00163,0.00232,0.00155,0.00206,0.00073
"3179","Specialized Industry Skills","Research","Financial and insurance activities","Banking",0.00149,0.0018,0.00225,0.00221,0.00101
"3180","Specialized Industry Skills","Research","Information and communication","Motion Pictures & Film",0.00145,0.002,0.00198,0.00182,0.00077
"3181","Specialized Industry Skills","Research","Manufacturing","Aviation & Aerospace",0.00138,0.00176,0.00168,0.0025,0.00077
"3182","Specialized Industry Skills","Research","Information and communication","Computer Hardware",0.00135,0.0018,0.00322,0.00271,0.00215
"3183","Specialized Industry Skills","Research","Professional scientific and technical activities","Photography",0.0013,0.00149,0.00094,0.00176,0.00072
"3184","Specialized Industry Skills","Research","Manufacturing","Automotive",0.0012,0.00176,0.00129,0.00135,0.00088
"3185","Specialized Industry Skills","Research","Manufacturing","Paper & Forest Products",0.00111,0.00113,0.00094,0.0011,0.00048
"3186","Specialized Industry Skills","Research","Manufacturing","Machinery",0.00106,0.00127,0.00119,0.00129,0.00101
"3187","Specialized Industry Skills","Research","Arts, entertainment and recreation","Gambling & Casinos",0.00102,0.00269,0.00174,0.00218,0.00069
"3188","Specialized Industry Skills","Research","Manufacturing","Printing",0.001,0.00077,0.00087,0.00134,0.00097
"3189","Specialized Industry Skills","Research","Manufacturing","Industrial Automation",0.00096,0.0013,0.00108,0.0013,0.00047
"3190","Specialized Industry Skills","Research","Information and communication","Telecommunications",0.00096,0.00158,0.00154,0.00154,0.00067
"3191","Specialized Industry Skills","Research","Information and communication","Computer Games",0.00079,0.00084,0.00091,0.00138,0.00021
"3192","Specialized Industry Skills","Research","Professional scientific and technical activities","Graphic Design",0.00077,0.00097,0.00103,0.00182,0.00049
"3193","Specialized Industry Skills","Research","Manufacturing","Packaging & Containers",7e-04,0.00091,0.00082,0.001,0.00058
"3194","Specialized Industry Skills","Retail","Manufacturing","Textiles",0.01761,0.01531,0.01171,0.0088,0.00869
"3195","Specialized Industry Skills","Retail","Manufacturing","Food Production",0.01434,0.01169,0.00791,0.00726,0.00648
"3196","Specialized Industry Skills","Retail","Manufacturing","Packaging & Containers",0.00411,0.00363,0.00226,0.00185,0.00174
"3197","Specialized Industry Skills","Retail","Manufacturing","Automotive",0.0034,0.00248,0.00138,0.00175,0.00176
"3198","Specialized Industry Skills","Retail","Manufacturing","Paper & Forest Products",0.00321,0.00226,0.00031,0.00066,0.00024
"3199","Specialized Industry Skills","Retail","Professional scientific and technical activities","Design",0.00293,0.00227,0.00121,0.00149,0.00125
"3200","Specialized Industry Skills","Retail","Manufacturing","Chemicals",0.00288,0.00183,0.00074,0.00137,0.00123
"3201","Specialized Industry Skills","Retail","Manufacturing","Pharmaceuticals",0.0019,0.00144,0.00107,0.00112,0.0012
"3202","Specialized Industry Skills","Retail","Arts, entertainment and recreation","Arts & Crafts",0.00183,0.00077,3e-04,0.00046,0.00153
"3203","Specialized Industry Skills","Retail","Professional scientific and technical activities","Market Research",0.00176,0.00117,0.00093,0.00071,0.00049
"3204","Specialized Industry Skills","Retail","Arts, entertainment and recreation","Gambling & Casinos",0.00161,0.00118,0.00139,0.00121,0.00137
"3205","Specialized Industry Skills","Retail","Manufacturing","Electrical & Electronic Manufacturing",0.00137,0.00091,6e-04,0.00074,0.00085
"3206","Specialized Industry Skills","Retail","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00134,0.0011,0.00096,0.00126,0.00111
"3207","Specialized Industry Skills","Retail","Arts, entertainment and recreation","Entertainment",0.00117,0.00101,0.00113,0.00136,0.00173
"3208","Specialized Industry Skills","Retail","Information and communication","Internet",0.00116,0.00111,0.0012,0.00141,0.00183
"3209","Specialized Industry Skills","Retail","Information and communication","Telecommunications",0.00115,0.00102,0.00101,0.00118,0.00117
"3210","Specialized Industry Skills","Retail","Manufacturing","Machinery",0.00112,0.00081,0.00042,0.00046,0.00053
"3211","Specialized Industry Skills","Retail","Mining and quarrying","Mining & Metals",0.00108,0.00071,0.00047,0.00035,0.00041
"3212","Specialized Industry Skills","Retail","Professional scientific and technical activities","Marketing & Advertising",0.00098,0.00093,0.00074,0.00064,0.00089
"3213","Specialized Industry Skills","Retail","Professional scientific and technical activities","Accounting",0.00089,6e-04,0.00053,0.00061,0.00059
"3214","Specialized Industry Skills","Retail","Mining and quarrying","Oil & Energy",0.00078,0.00063,0.00042,0.00061,0.00065
"3215","Specialized Industry Skills","Retail","Arts, entertainment and recreation","Sports",0.00071,0.00078,0.00075,0.00093,0.00073
"3216","Specialized Industry Skills","Retail","Professional scientific and technical activities","Events Services",0.00068,0.00031,0.00012,0.00039,0.00038
"3217","Specialized Industry Skills","Retail","Information and communication","Publishing",0.00065,0.00054,0.00014,0.00046,0.00056
"3218","Specialized Industry Skills","Retail","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00063,0.00048,0.00035,0.00034,0.00053
"3219","Specialized Industry Skills","Retail","Information and communication","Computer Software",0.00061,0.00051,0.00049,0.00058,0.00059
"3220","Specialized Industry Skills","Retail","Manufacturing","Aviation & Aerospace",0.00054,0.00041,0.00028,0.00037,0.00023
"3221","Specialized Industry Skills","Retail","Information and communication","Information Technology & Services",5e-04,0.00032,0.00035,0.00043,0.00049
"3222","Specialized Industry Skills","Retail","Information and communication","Semiconductors",0.00048,0.00025,0.00018,0.00013,0.00028
"3223","Specialized Industry Skills","Retail","Financial and insurance activities","Financial Services",0.00043,0.00037,5e-04,0.00042,0.00067
"3224","Specialized Industry Skills","Retail","Professional scientific and technical activities","Biotechnology",4e-04,0.00035,0.00036,0.00038,0.00029
"3225","Specialized Industry Skills","Retail","Professional scientific and technical activities","Management Consulting",0.00039,0.00035,2e-04,0.00035,0.00034
"3226","Specialized Industry Skills","Retail","Professional scientific and technical activities","Environmental Services",0.00036,3e-04,2e-04,0.00029,0.00032
"3227","Specialized Industry Skills","Retail","Information and communication","Broadcast Media",0.00027,0.00013,0.00029,3e-04,0.00016
"3228","Specialized Industry Skills","Retail","Financial and insurance activities","Banking",0.00023,0.00035,0.00045,0.00043,0.00086
"3229","Specialized Industry Skills","Retail Packaging","Manufacturing","Packaging & Containers",0.01326,0.00898,0.00821,0.00641,0.0071
"3230","Specialized Industry Skills","Retail Packaging","Manufacturing","Printing",0.00783,0.00651,0.00415,0.00268,0.00258
"3231","Specialized Industry Skills","Retail Packaging","Professional scientific and technical activities","Graphic Design",0.00319,0.00314,0.00206,0.00215,0.00163
"3232","Specialized Industry Skills","Retail Packaging","Professional scientific and technical activities","Design",0.00072,8e-04,0.00065,0.00092,0.00077
"3233","Specialized Industry Skills","Retail Packaging","Professional scientific and technical activities","Marketing & Advertising",0.00028,0.00021,0.00013,1e-04,0.00015
"3234","Specialized Industry Skills","Retail Packaging","Manufacturing","Pharmaceuticals",0.00011,0.00012,1e-04,0.00012,0.00019
"3235","Specialized Industry Skills","Social Services","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00111,0.00108,0.00068,6e-04,0.00101
"3236","Specialized Industry Skills","Social Services","Financial and insurance activities","Insurance",0.00032,0.00027,0.00027,0.00025,0.00053
"3237","Specialized Industry Skills","Social Services","Professional scientific and technical activities","Legal Services",0.00031,0.00023,0.00044,0.00011,0.00055
"3238","Specialized Industry Skills","Sports Coaching","Arts, entertainment and recreation","Sports",0.01182,0.01095,0.01082,0.01031,0.01372
"3239","Specialized Industry Skills","Sports Coaching","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00428,0.00401,0.00423,0.00381,0.00443
"3240","Specialized Industry Skills","Sports Coaching","Professional scientific and technical activities","Professional Training & Coaching",0.00027,0.00034,0.00031,0.00031,6e-04
"3241","Specialized Industry Skills","Structural Analysis","Mining and quarrying","Oil & Energy",0.00103,0.00081,7e-04,0.00073,0.00133
"3242","Specialized Industry Skills","Structural Analysis","Professional scientific and technical activities","Design",0.00096,0.00085,0.00046,0.00078,0.00077
"3243","Specialized Industry Skills","Structural Analysis","Manufacturing","Aviation & Aerospace",0.00092,0.00108,0.00131,0.00147,0.00161
"3244","Specialized Industry Skills","Structural Analysis","Professional scientific and technical activities","Architecture & Planning",0.00049,0.00042,0.00063,0.00048,7e-04
"3245","Specialized Industry Skills","Structural Analysis","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00044,0.00034,0.00022,0.00017,0.00092
"3246","Specialized Industry Skills","Structural Engineering","Professional scientific and technical activities","Design",8e-04,0.00076,0.00074,0.00064,7e-04
"3247","Specialized Industry Skills","Structural Engineering","Professional scientific and technical activities","Architecture & Planning",0.00055,0.00069,0.00089,0.00087,0.00101
"3248","Specialized Industry Skills","Structural Engineering","Mining and quarrying","Oil & Energy",0.00028,0.00027,0.00032,0.00029,0.00032
"3249","Specialized Industry Skills","Structural Engineering","Manufacturing","Aviation & Aerospace",0.00019,0.00014,0.00019,0.00015,0.00023
"3250","Specialized Industry Skills","Structural Engineering","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00015,0.00014,0.00013,0.00017,0.00018
"3251","Specialized Industry Skills","Tax Law","Professional scientific and technical activities","Legal Services",0.00116,0.00116,0.00192,0.00153,0.00209
"3252","Specialized Industry Skills","Tax Law","Professional scientific and technical activities","Law Practice",0.00095,0.00101,0.00107,0.00137,0.00123
"3253","Specialized Industry Skills","Tax Law","Professional scientific and technical activities","Accounting",0.00089,0.00072,0.00067,0.00084,0.00091
"3254","Specialized Industry Skills","Tax Law","Professional scientific and technical activities","Management Consulting",0.00039,3e-04,3e-04,0.00035,0.00046
"3255","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Translation & Localization",0.02527,0.02313,0.0207,0.02179,0.01613
"3256","Specialized Industry Skills","Teaching","Arts, entertainment and recreation","Performing Arts",0.01424,0.01284,0.0131,0.01279,0.00782
"3257","Specialized Industry Skills","Teaching","Arts, entertainment and recreation","Fine Art",0.01234,0.01157,0.01192,0.0103,0.00639
"3258","Specialized Industry Skills","Teaching","Arts, entertainment and recreation","Arts & Crafts",0.01221,0.00988,0.01011,0.00953,0.00482
"3259","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Professional Training & Coaching",0.01123,0.01058,0.01018,0.01011,0.00892
"3260","Specialized Industry Skills","Teaching","Information and communication","Writing & Editing",0.01034,0.00865,0.00863,0.00925,0.00669
"3261","Specialized Industry Skills","Teaching","Arts, entertainment and recreation","Music",0.00981,0.00899,0.01168,0.00971,0.00606
"3262","Specialized Industry Skills","Teaching","Arts, entertainment and recreation","Museums & Institutions",0.00951,0.00826,0.00905,0.00804,0.00564
"3263","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Research",0.00929,0.00783,0.00604,0.0058,0.00381
"3264","Specialized Industry Skills","Teaching","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00695,0.00618,0.00455,0.00517,0.00329
"3265","Specialized Industry Skills","Teaching","Arts, entertainment and recreation","Sports",0.0047,0.00446,0.0035,0.00432,0.00338
"3266","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Veterinary",0.00215,0.00193,9e-04,0.00139,0.00071
"3267","Specialized Industry Skills","Teaching","Information and communication","Publishing",0.00172,0.00168,0.00187,0.0016,0.00135
"3268","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Public Relations & Communications",0.00106,0.00108,0.00065,0.00065,0.00069
"3269","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Design",0.00104,0.00094,0.00093,0.00078,0.00105
"3270","Specialized Industry Skills","Teaching","Arts, entertainment and recreation","Animation",0.00103,0.00133,0.00183,0.00261,0.00179
"3271","Specialized Industry Skills","Teaching","Arts, entertainment and recreation","Entertainment",0.00103,0.00101,0.00075,0.00121,0.00053
"3272","Specialized Industry Skills","Teaching","Information and communication","Internet",0.00103,0.00094,0.0012,0.00127,0.0012
"3273","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Information Services",0.00082,0.00073,9e-04,0.00057,0.00041
"3274","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Environmental Services",0.00081,0.00055,0.00059,0.00066,0.00048
"3275","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Executive Office",0.00079,0.00075,0.00041,0.00029,0.00031
"3276","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Events Services",0.00079,5e-04,0.00012,0.00019,1e-04
"3277","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Photography",0.00072,5e-04,0.00031,5e-04,0.00024
"3278","Specialized Industry Skills","Teaching","Information and communication","Computer & Network Security",0.00072,0.00083,0.00072,0.00054,0.00032
"3279","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Graphic Design",0.00066,0.00048,0.00041,0.00033,0.00016
"3280","Specialized Industry Skills","Teaching","Information and communication","Media Production",0.00064,0.00052,0.00034,0.00035,0.00027
"3281","Specialized Industry Skills","Teaching","Information and communication","Computer Networking",0.00063,0.00047,0.00072,0.00063,0.00081
"3282","Specialized Industry Skills","Teaching","Information and communication","Computer Software",0.00061,0.00049,0.00045,0.00047,0.00039
"3283","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Management Consulting",0.00059,0.00052,5e-04,0.00046,0.00038
"3284","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Market Research",0.00059,0.00033,0.00031,0.00024,0.00025
"3285","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Biotechnology",0.00055,0.00075,0.00085,0.00066,0.00097
"3286","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Legal Services",0.00055,0.00085,0.00044,0.00098,0.00033
"3287","Specialized Industry Skills","Teaching","Information and communication","Information Technology & Services",0.00052,0.00041,0.00035,0.00044,4e-04
"3288","Specialized Industry Skills","Teaching","Information and communication","Motion Pictures & Film",0.00052,0.00037,0.00049,0.00036,0.00039
"3289","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Marketing & Advertising",0.00044,0.00033,0.00023,0.00038,0.00022
"3290","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Accounting",0.00043,6e-04,0.00053,0.00034,0.00048
"3291","Specialized Industry Skills","Teaching","Manufacturing","Textiles",0.00038,0.00036,0.00016,0.00011,0.00011
"3292","Specialized Industry Skills","Teaching","Information and communication","Online Media",0.00038,0.00057,0.00063,0.00029,0.00029
"3293","Specialized Industry Skills","Teaching","Information and communication","Computer Hardware",0.00037,0.00041,0.00029,0.00063,0.00022
"3294","Specialized Industry Skills","Teaching","Manufacturing","Chemicals",0.00034,3e-04,0.00034,0.00026,0.00027
"3295","Specialized Industry Skills","Teaching","Information and communication","Computer Games",0.00032,0.00034,3e-04,0.00046,0.00021
"3296","Specialized Industry Skills","Teaching","Information and communication","Broadcast Media",0.00031,0.00022,0.00039,3e-04,0.00023
"3297","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Law Practice",3e-04,0.00051,0.00027,0.00068,0.00062
"3298","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Architecture & Planning",3e-04,0.00042,0.00038,0.00029,3e-04
"3299","Specialized Industry Skills","Teaching","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00023,0.00024,0.00022,0.00017,0.00025
"3300","Specialized Industry Skills","Teaching","Manufacturing","Automotive",0.00023,0.00019,0.00014,0.00013,0.00016
"3301","Specialized Industry Skills","Teaching","Manufacturing","Electrical & Electronic Manufacturing",2e-04,0.00015,0.00014,0.00011,0.00014
"3302","Specialized Industry Skills","Teaching","Manufacturing","Pharmaceuticals",0.00017,0.00017,0.00015,0.00023,0.00027
"3303","Specialized Industry Skills","Teaching","Financial and insurance activities","Financial Services",0.00017,0.00016,0.00014,0.00018,0.00018
"3304","Specialized Industry Skills","Telecommunications","Information and communication","Telecommunications",0.08164,0.06712,0.05183,0.04777,0.03996
"3305","Specialized Industry Skills","Telecommunications","Information and communication","Computer Networking",0.01567,0.01145,0.00504,0.00461,0.00202
"3306","Specialized Industry Skills","Telecommunications","Information and communication","Information Technology & Services",0.00746,0.00534,0.00323,0.00283,0.00214
"3307","Specialized Industry Skills","Telecommunications","Professional scientific and technical activities","Outsourcing/Offshoring",0.00456,0.0033,0.00152,0.00234,0.00199
"3308","Specialized Industry Skills","Telecommunications","Information and communication","Semiconductors",0.00431,0.00328,0.00125,0.00107,0.00169
"3309","Specialized Industry Skills","Telecommunications","Information and communication","Computer & Network Security",0.00254,0.00131,0.00024,0.00054,0.00016
"3310","Specialized Industry Skills","Telecommunications","Information and communication","Broadcast Media",0.00187,0.00112,0.00029,3e-04,0.00039
"3311","Specialized Industry Skills","Telecommunications","Professional scientific and technical activities","Events Services",0.00131,0.00113,0.00048,0.00048,0.00134
"3312","Specialized Industry Skills","Telecommunications","Information and communication","Internet",0.00114,0.00061,0.00027,0.00017,0.00014
"3313","Specialized Industry Skills","Telecommunications","Manufacturing","Electrical & Electronic Manufacturing",0.00078,0.00064,0.00023,0.00025,0.00039
"3314","Specialized Industry Skills","Telecommunications","Arts, entertainment and recreation","Entertainment",4e-04,0.00024,0.00038,0.00015,0.00034
"3315","Specialized Industry Skills","Television","Information and communication","Broadcast Media",0.04936,0.04012,0.03777,0.03478,0.0307
"3316","Specialized Industry Skills","Television","Information and communication","Motion Pictures & Film",0.03437,0.02936,0.02374,0.02074,0.01607
"3317","Specialized Industry Skills","Television","Information and communication","Media Production",0.02639,0.02199,0.01756,0.0145,0.01248
"3318","Specialized Industry Skills","Television","Arts, entertainment and recreation","Entertainment",0.01756,0.01332,0.00785,0.00837,0.00689
"3319","Specialized Industry Skills","Television","Arts, entertainment and recreation","Performing Arts",0.00671,0.00503,0.00247,0.00172,0.00076
"3320","Specialized Industry Skills","Television","Arts, entertainment and recreation","Animation",0.00641,0.00293,0.00037,0.0013,0.00022
"3321","Specialized Industry Skills","Television","Information and communication","Online Media",0.00268,0.00217,0.00042,0.00058,0.00015
"3322","Specialized Industry Skills","Television","Arts, entertainment and recreation","Fine Art",0.0016,0.00107,0.00099,0.0012,0.00077
"3323","Specialized Industry Skills","Television","Arts, entertainment and recreation","Sports",0.00151,0.0016,5e-04,0.00126,0.00099
"3324","Specialized Industry Skills","Television","Professional scientific and technical activities","Marketing & Advertising",0.00151,0.00111,0.00039,0.00041,0.00027
"3325","Specialized Industry Skills","Television","Professional scientific and technical activities","Events Services",0.00125,5e-04,0.00012,0.00019,1e-04
"3326","Specialized Industry Skills","Television","Information and communication","Writing & Editing",0.00094,0.00037,0.00047,0.00039,0.00059
"3327","Specialized Industry Skills","Television","Information and communication","Telecommunications",0.00076,0.00062,0.00037,0.00028,0.00027
"3328","Specialized Industry Skills","Television","Arts, entertainment and recreation","Arts & Crafts",0.00049,0.00046,3e-04,0.00023,0.00022
"3329","Specialized Industry Skills","Television","Information and communication","Publishing",0.00048,4e-04,0.00029,0.00057,0.00011
"3330","Specialized Industry Skills","Television","Information and communication","Internet",0.00042,0.00033,0.00039,0.00026,0.00016
"3331","Specialized Industry Skills","Theatre","Arts, entertainment and recreation","Performing Arts",0.06285,0.05714,0.04599,0.03838,0.04499
"3332","Specialized Industry Skills","Theatre","Arts, entertainment and recreation","Entertainment",0.01243,0.00989,0.00948,0.00711,0.008
"3333","Specialized Industry Skills","Theatre","Arts, entertainment and recreation","Fine Art",0.00704,0.00518,0.0043,0.00264,0.00358
"3334","Specialized Industry Skills","Theatre","Information and communication","Motion Pictures & Film",0.00519,0.00487,0.00346,0.00328,0.00465
"3335","Specialized Industry Skills","Theatre","Arts, entertainment and recreation","Arts & Crafts",0.00476,0.00278,0.00208,0.00139,0.00153
"3336","Specialized Industry Skills","Theatre","Professional scientific and technical activities","Events Services",0.00398,0.00251,0.0018,0.00212,0.00162
"3337","Specialized Industry Skills","Theatre","Arts, entertainment and recreation","Music",0.00288,0.00258,0.00212,0.0018,0.0013
"3338","Specialized Industry Skills","Theatre","Information and communication","Writing & Editing",0.00136,0.00148,7e-04,0.00059,0.00098
"3339","Specialized Industry Skills","Theatre","Information and communication","Media Production",0.00118,8e-04,8e-04,7e-04,0.00108
"3340","Specialized Industry Skills","Theatre","Information and communication","Broadcast Media",0.00078,0.00067,0.00067,0.00052,0.00109
"3341","Specialized Industry Skills","Theatre","Arts, entertainment and recreation","Animation",0.00077,0.00053,0.00073,0.00052,0.00045
"3342","Specialized Industry Skills","Theatre","Professional scientific and technical activities","Design",0.00076,0.00066,0.00056,0.00043,0.00028
"3343","Specialized Industry Skills","Theatre","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00041,0.00033,0.00016,1e-04,1e-04
"3344","Specialized Industry Skills","Theatre","Professional scientific and technical activities","Professional Training & Coaching",0.00041,0.00045,0.00021,0.00023,0.00037
"3345","Specialized Industry Skills","Theatre","Information and communication","Online Media",0.00019,0.00023,0.00021,0.00015,0.00029
"3346","Specialized Industry Skills","Translation","Professional scientific and technical activities","Translation & Localization",0.10697,0.09812,0.08139,0.08775,0.09539
"3347","Specialized Industry Skills","Translation","Information and communication","Computer Games",0.00222,0.00338,0.00182,0.00276,0.00355
"3348","Specialized Industry Skills","Translation","Information and communication","Writing & Editing",0.00178,0.00173,0.00327,0.00315,0.00374
"3349","Specialized Industry Skills","Translation","Professional scientific and technical activities","Legal Services",0.00122,0.00077,0.00089,0.00087,0.00121
"3350","Specialized Industry Skills","Translation","Professional scientific and technical activities","Professional Training & Coaching",0.00095,0.00107,0.00114,0.00109,0.0012
"3351","Specialized Industry Skills","Translation","Information and communication","Online Media",0.00077,0.00068,0.00021,0.00058,0.00074
"3352","Specialized Industry Skills","Translation","Information and communication","Motion Pictures & Film",0.00073,0.00125,0.00074,0.00164,0.00174
"3353","Specialized Industry Skills","Translation","Information and communication","Publishing",0.00059,0.00067,0.00158,0.00114,0.00124
"3354","Specialized Industry Skills","Translation","Professional scientific and technical activities","Public Relations & Communications",0.00053,0.00041,0.00033,0.00013,0.00056
"3355","Specialized Industry Skills","Translation","Arts, entertainment and recreation","Animation",0.00051,8e-04,0.00257,0.00443,0.00359
"3356","Specialized Industry Skills","Translation","Information and communication","Internet",0.00051,5e-04,0.00089,0.00083,0.00106
"3357","Specialized Industry Skills","Translation","Information and communication","Media Production",0.00049,0.00052,8e-04,0.00097,0.00108
"3358","Specialized Industry Skills","Translation","Professional scientific and technical activities","Information Services",0.00049,0.00028,0.00022,0.00014,0.00028
"3359","Specialized Industry Skills","Translation","Professional scientific and technical activities","Law Practice",0.00042,0.00043,4e-04,0.00046,0.00049
"3360","Specialized Industry Skills","Translation","Professional scientific and technical activities","Events Services",4e-04,0.00025,0.00024,0.00019,0.00029
"3361","Specialized Industry Skills","Translation","Professional scientific and technical activities","Research",0.00027,0.00035,0.00036,0.00039,4e-04
"3362","Specialized Industry Skills","Translation","Information and communication","Computer Software",0.00025,0.00014,1e-04,0.00018,0.00028
"3363","Specialized Industry Skills","Translation","Arts, entertainment and recreation","Entertainment",0.00023,0.00024,0.00025,0.00044,0.00039
"3364","Specialized Industry Skills","Translation","Information and communication","Information Technology & Services",0.00023,0.00022,0.00032,3e-04,0.00038
"3365","Specialized Industry Skills","Translation","Information and communication","Broadcast Media",0.00023,0.00036,0.00029,0.00045,0.00062
"3366","Specialized Industry Skills","Translation","Information and communication","Newspapers",0.00021,0.00014,0.00027,0.00023,0.00067
"3367","Specialized Industry Skills","Translation","Professional scientific and technical activities","Management Consulting",0.00017,0.00017,0.00015,0.00023,0.00038
"3368","Specialized Industry Skills","Translation","Professional scientific and technical activities","Executive Office",0.00016,0.00019,0.00041,0.00029,0.00031
"3369","Specialized Industry Skills","Translation","Professional scientific and technical activities","Marketing & Advertising",0.00016,0.00019,0.00042,0.00028,0.00035
"3370","Specialized Industry Skills","Translation","Professional scientific and technical activities","Market Research",0.00015,0.00017,0.00031,0.00024,0.00025
"3371","Specialized Industry Skills","Translation","Arts, entertainment and recreation","Fine Art",0.00012,3e-04,0.00033,0.00024,0.00051
"3372","Specialized Industry Skills","Translation","Arts, entertainment and recreation","Museums & Institutions",0.00012,0.00015,3e-04,0.00023,0.00025
"3373","Specialized Industry Skills","Translation","Arts, entertainment and recreation","Arts & Crafts",0.00012,0.00015,3e-04,0.00023,0.00044
